train/loss,lr,_timestamp,iter,_step,train/step_loss,_runtime,val/loss,Sample Generation
,,1779558382.2892177,2830.0,295,3.3479881286621094,599.5988895,,
,,1779558383.7291522,2840.0,296,3.3203186988830566,601.0390279,,
,,1779558385.1694078,2850.0,297,3.301830291748047,602.4787279,,
,,1779558386.6089156,2860.0,298,3.3170433044433594,603.9187617,,
,,1779558388.0483422,2870.0,299,3.293830394744873,605.3586331,,
,,1779558389.4884636,2880.0,300,3.3171286582946777,606.7977837,,
,,1779558390.9288604,2890.0,301,3.324563503265381,608.2386862,,
,,1779558392.3365252,2900.0,302,3.3015899658203125,609.6458454,,
,,1779558393.7433736,2910.0,303,3.2825984954833984,611.0538194,,
,,1779558395.1499267,2920.0,304,3.3137168884277344,612.4592468,,
,,1779558396.5561914,2930.0,305,3.312291145324707,613.866033,,
,,1779558397.9619856,2940.0,306,3.3362154960632324,615.2733937,,
,,1779558399.371135,2950.0,307,3.2866501808166504,616.6808641,,
,,1779558400.7749639,2960.0,308,3.3318285942077637,618.0842841,,
,,1779558402.1839025,2970.0,309,3.3512158393859863,619.4932225,,
,,1779558403.5887814,2980.0,310,3.308810234069824,620.8987101,,
,,1779558404.9930983,2990.0,311,3.312833786010742,622.3029255,,
3.3181447982788086,0.0004219625860160354,1779558422.129044,3000.0,312,,639.439653,3.3581888675689697,
,,1779558422.2621622,3000.0,313,3.3010058403015137,639.5719881,,
,,1779558423.654403,3010.0,314,3.311227321624756,640.9640632,,
,,1779558425.089291,3020.0,315,3.296365261077881,642.4025039,,
,,1779558426.52999,3030.0,316,3.3051671981811523,643.83931,,
,,1779558427.9683948,3040.0,317,3.2907776832580566,645.2777149,,
,,1779558429.4072564,3050.0,318,3.3223648071289062,646.7165765,,
,,1779558430.8422732,3060.0,319,3.3202009201049805,648.1556581,,
,,1779558432.2859404,3070.0,320,3.3017797470092773,649.5952605,,
,,1779558433.7241788,3080.0,321,3.303292751312256,651.0340512,,
,,1779558435.161062,3090.0,322,3.315934658050537,652.4732284,,
,,1779558436.6028621,3100.0,323,3.324115753173828,653.912756,,
,,1779558438.039927,3110.0,324,3.317218780517578,655.3520956,,
,,1779558439.3849738,3120.0,325,3.314608573913574,656.6942938,,
,,1779558440.825533,3130.0,326,3.3053383827209473,658.1348531,,
,,1779558442.2652268,3140.0,327,3.3241138458251953,659.5750702,,
,,1779558443.7009842,3150.0,328,3.3231306076049805,661.0155886,,
,,1779558445.1460412,3160.0,329,3.2873358726501465,662.4553613,,
,,1779558446.5854523,3170.0,330,3.3009328842163086,663.895276,,
,,1779558448.0251496,3180.0,331,3.3075380325317383,665.3349895,,
,,1779558449.4577434,3190.0,332,3.3082356452941895,666.7670635,,
,,1779558450.9050953,3200.0,333,3.310117721557617,668.2149227,,
,,1779558452.3431609,3210.0,334,3.3171048164367676,669.6549942,,
,,1779558453.7606988,3220.0,335,3.3192014694213867,671.0747223,,
,,1779558455.17827,3230.0,336,3.3354625701904297,672.4882224,,
,,1779558456.5947738,3240.0,337,3.315974712371826,673.9040939,,
3.3155176639556885,0.00035475231739709885,1779558473.9682317,3250.0,338,,691.278089,3.3579821586608887,
,,1779558474.100382,3250.0,339,3.2903523445129395,691.413811,,
,,1779558475.4545286,3260.0,340,3.3221001625061035,692.7643522,,
,,1779558476.8058338,3270.0,341,3.293675422668457,694.1159625,,
,,1779558478.2035766,3280.0,342,3.3311538696289062,695.5134051,,
,,1779558479.6394718,3290.0,343,3.3140196800231934,696.9493099,,
,,1779558481.076691,3300.0,344,3.3371100425720215,698.3865335,,
,,1779558482.5140083,3310.0,345,3.317559242248535,699.8248247,,
,,1779558483.9527388,3320.0,346,3.309692859649658,701.2623727,,
,,1779558485.3909392,3330.0,347,3.3371524810791016,702.7008775,,
,,1779558486.8289864,3340.0,348,3.3172383308410645,704.1389486,,
,,1779558488.2656353,3350.0,349,3.281606674194336,705.5774884,,
,,1779558489.7056463,3360.0,350,3.320723056793213,707.0161645,,
,,1779558491.1424494,3370.0,351,3.3034567832946777,708.4559346,,
,,1779558492.5859606,3380.0,352,3.3177490234375,709.8962268,,
,,1779558494.0244985,3390.0,353,3.3093128204345703,711.3348423,,
,,1779558495.4644294,3400.0,354,3.2989940643310547,712.7742551,,
,,1779558496.903628,3410.0,355,3.310800552368164,714.2138524,,
,,1779558498.343986,3420.0,356,3.264798641204834,715.6538113,,
,,1779558499.782669,3430.0,357,3.2958240509033203,717.092492,,
,,1779558501.222334,3440.0,358,3.2777647972106934,718.5322432,,
,,1779558502.6620588,3450.0,359,3.3254294395446777,719.9721276,,
,,1779558504.1013846,3460.0,360,3.30145263671875,721.4107047,,
,,1779558505.5411994,3470.0,361,3.3370866775512695,722.8509003,,
,,1779558506.9778633,3480.0,362,3.2868189811706543,724.2898425,,
,,1779558508.4191873,3490.0,363,3.325161933898926,725.7290482,,
3.315648078918457,0.0002925475029450237,1779558525.3903053,3500.0,364,,742.7003487,3.3602380752563477,
,,1779558525.504847,3500.0,365,3.2996034622192383,742.819591,,
,,1779558526.8661857,3510.0,366,3.3338727951049805,744.1761848,,
,,1779558528.3054278,3520.0,367,3.30440616607666,745.615251,,
,,1779558529.7444868,3530.0,368,3.2853221893310547,747.0538069,,
,,1779558531.181442,3540.0,369,3.305293083190918,748.4916375,,
,,1779558532.61972,3550.0,370,3.3118090629577637,749.9313501,,
,,1779558534.061065,3560.0,371,3.2825074195861816,751.3708951,,
,,1779558535.500761,3570.0,372,3.298938751220703,752.8105863,,
,,1779558536.9401975,3580.0,373,3.324423313140869,754.2500242,,
,,1779558538.3795812,3590.0,374,3.2995033264160156,755.689584,,
,,1779558539.8188398,3600.0,375,3.323395252227783,757.1288608,,
,,1779558541.2066433,3610.0,376,3.3189239501953125,758.5159636,,
,,1779558542.5857494,3620.0,377,3.321423053741455,759.8950695,,
,,1779558543.9695785,3630.0,378,3.3064093589782715,761.2794076,,
,,1779558545.353988,3640.0,379,3.333603858947754,762.663308,,
,,1779558546.73745,3650.0,380,3.3064751625061035,764.0473732,,
,,1779558548.1163952,3660.0,381,3.2939014434814453,765.431298,,
,,1779558549.5078576,3670.0,382,3.3055520057678223,766.8176816,,
,,1779558550.8915725,3680.0,383,3.302395820617676,768.2018128,,
,,1779558552.27395,3690.0,384,3.303009033203125,769.584497,,
,,1779558553.657413,3700.0,385,3.362700939178467,770.9672364,,
,,1779558555.0379915,3710.0,386,3.304391384124756,772.3509415,,
,,1779558556.419348,3720.0,387,3.2923598289489746,773.7341961,,
,,1779558557.8018782,3730.0,388,3.3327202796936035,775.1164869,,
,,1779558559.1827965,3740.0,389,3.301227569580078,776.4963049,,
3.3170971870422363,0.00023694285222843113,1779558576.5824556,3750.0,390,,793.8923096,3.362173080444336,
,,1779558576.7178125,3750.0,391,3.299936294555664,794.0271326,,
,,1779558578.0438046,3760.0,392,3.3069562911987305,795.3569465,,
,,1779558579.4794207,3770.0,393,3.291771411895752,796.7941909,,
,,1779558580.9227164,3780.0,394,3.3084044456481934,798.2325464,,
,,1779558582.3580997,3790.0,395,3.3196492195129395,799.6701981,,
,,1779558583.7968612,3800.0,396,3.3073086738586426,801.1078182,,
