Sample Generation,_step,lr,_runtime,train/loss,train/step_loss,iter,val/loss,_timestamp
,398,,999.5851387,,1.1442468166351318,3820.0,,1779544698.7683883
,399,,1001.3017234,,1.156172752380371,3830.0,,1779544700.4854722
,400,,1003.0135466,,1.1771292686462402,3840.0,,1779544702.197294
,401,,1004.7267851,,1.1517397165298462,3850.0,,1779544703.905506
,402,,1006.4410178,,1.1401135921478271,3860.0,,1779544705.6252723
,403,,1008.1535369,,1.1653096675872803,3870.0,,1779544707.336859
,404,,1009.8649318,,1.159369707107544,3880.0,,1779544709.0486782
,405,,1011.5798818,,1.1740562915802002,3890.0,,1779544710.763759
,406,,1013.2889865,,1.1709314584732056,3900.0,,1779544712.473241
,407,,1014.9982141,,1.1807924509048462,3910.0,,1779544714.1819625
,408,,1016.7068375,,1.1426525115966797,3920.0,,1779544715.8905668
,409,,1018.4147817,,1.1546664237976074,3930.0,,1779544717.598531
,410,,1020.126064,,1.1244375705718994,3940.0,,1779544719.3098109
,411,,1021.83707,,1.1624159812927246,3950.0,,1779544721.0203028
,412,,1023.5464858,,1.1676560640335083,3960.0,,1779544722.7307405
,413,,1025.2567113,,1.153598427772522,3970.0,,1779544724.4404562
,414,,1026.9692057,,1.1711071729660034,3980.0,,1779544726.1528354
,415,,1028.6742315,,1.1340198516845703,3990.0,,1779544727.858486
,416,0.00018936387015941957,1051.2346729,1.1012053489685059,,4000.0,1.5445563793182373,1779544750.4179327
,417,,1051.4154283,,1.161463737487793,4000.0,,1779544750.5991783
,418,,1053.1027476,,1.1689426898956299,4010.0,,1779544752.2864594
,419,,1054.8490164,,1.1679404973983765,4020.0,,1779544754.033271
,420,,1056.5889224,,1.1529189348220825,4030.0,,1779544755.7726734
,421,,1058.3281651,,1.167963981628418,4040.0,,1779544757.5119116
,422,,1060.068807,,1.1370604038238525,4050.0,,1779544759.2522433
,423,,1061.8088737,,1.152782678604126,4060.0,,1779544760.989842
,424,,1063.5465371,,1.1704685688018799,4070.0,,1779544762.7307916
,425,,1065.2827873,,1.151515007019043,4080.0,,1779544764.4664273
,426,,1067.0188565,,1.1777267456054688,4090.0,,1779544766.2025926
,427,,1068.7546718,,1.1270127296447754,4100.0,,1779544767.9350848
,428,,1070.4904172,,1.1483182907104492,4110.0,,1779544769.674672
,429,,1072.2308324,,1.1245157718658447,4120.0,,1779544771.414422
,430,,1073.9670799,,1.1291613578796387,4130.0,,1779544773.1509275
,431,,1075.7056148,,1.1345651149749756,4140.0,,1779544774.8893638
,432,,1077.3663917,,1.1658010482788086,4150.0,,1779544776.5506463
,433,,1078.930189,,1.1511576175689697,4160.0,,1779544778.1134512
,434,,1080.6651803,,1.1089684963226318,4170.0,,1779544779.8450081
,435,,1082.3303894,,1.145538568496704,4180.0,,1779544781.5141392
,436,,1083.9953803,,1.1461389064788818,4190.0,,1779544783.1789513
,437,,1085.6595724,,1.1416128873825073,4200.0,,1779544784.8433328
,438,,1087.3288135,,1.1436753273010254,4210.0,,1779544786.5123792
,439,,1088.9899563,,1.1417949199676514,4220.0,,1779544788.173501
,440,,1090.6563375,,1.141885757446289,4230.0,,1779544789.8376977
,441,,1092.3254799,,1.152343511581421,4240.0,,1779544791.5036173
,442,0.00015103031213214996,1114.3676958,1.129226803779602,,4250.0,1.587515115737915,1779544813.5519505
,443,,1114.5227079,,1.116301417350769,4250.0,,1779544813.7031863
,444,,1116.2013678,,1.1437022686004639,4260.0,,1779544815.3856225
,445,,1117.8017581,,1.1532938480377197,4270.0,,1779544816.9855075
,446,,1119.4002685,,1.153448462486267,4280.0,,1779544818.5840828
,447,,1120.9995127,,1.1459368467330933,4290.0,,1779544820.1837673
,448,,1122.6865199,,1.1358020305633545,4300.0,,1779544821.8707745
,449,,1124.3300198,,1.116899013519287,4310.0,,1779544823.5137703
,450,,1125.9962471,,1.1505144834518433,4320.0,,1779544825.1798751
,451,,1127.70738,,1.1363909244537354,4330.0,,1779544826.8916347
,452,,1129.3258777,,1.1362481117248535,4340.0,,1779544828.5094922
,453,,1130.9524625,,1.1330829858779907,4350.0,,1779544830.136717
,454,,1132.5830539,,1.1238811016082764,4360.0,,1779544831.7667916
,455,,1134.2086059,,1.1310429573059082,4370.0,,1779544833.3928604
,456,,1135.837776,,1.1569204330444336,4380.0,,1779544835.0220306
,457,,1137.4704012,,1.1121885776519775,4390.0,,1779544836.6543133
,458,,1139.1002111,,1.125603199005127,4400.0,,1779544838.2839596
,459,,1140.7319371,,1.1565356254577637,4410.0,,1779544839.9156847
,460,,1142.5117254,,1.1480062007904053,4420.0,,1779544841.69598
,461,,1144.2506182,,1.122682809829712,4430.0,,1779544843.434185
,462,,1145.8901036,,1.156686544418335,4440.0,,1779544845.0736146
,463,,1147.6279437,,1.171209454536438,4450.0,,1779544846.8055582
,464,,1149.3595001,,1.128136396408081,4460.0,,1779544848.5437548
,465,,1151.0930007,,1.1250207424163818,4470.0,,1779544850.2767382
,466,,1152.8262224,,1.136775016784668,4480.0,,1779544852.0064495
,467,,1154.5557125,,1.1277645826339722,4490.0,,1779544853.739323
,468,0.00012292491384519912,1175.4942281,1.0935455560684204,,4500.0,1.570639967918396,1779544874.6776593
,469,,1175.649387,,1.1337459087371826,4500.0,,1779544874.8336415
,470,,1177.3222554,,1.108915090560913,4510.0,,1779544876.505611
,471,,1178.9216506,,1.0941975116729736,4520.0,,1779544878.102304
,472,,1180.5205687,,1.1209838390350342,4530.0,,1779544879.7024064
,473,,1182.1214788,,1.1318913698196411,4540.0,,1779544881.3038855
,474,,1183.7202075,,1.1252844333648682,4550.0,,1779544882.9038396
,475,,1185.3199421,,1.135101079940796,4560.0,,1779544884.502303
,476,,1186.9197788,,1.1511256694793701,4570.0,,1779544886.1035266
,477,,1188.5198331,,1.1293222904205322,4580.0,,1779544887.7022843
,478,,1190.1188915,,1.1362606287002563,4590.0,,1779544889.302075
,479,,1191.7166518,,1.121180772781372,4600.0,,1779544890.9009066
,480,,1193.316786,,1.1241307258605957,4610.0,,1779544892.500404
,481,,1194.9163508,,1.1193795204162598,4620.0,,1779544894.0999937
,482,,1196.5149413,,1.1094993352890015,4630.0,,1779544895.6991959
,483,,1198.1170061,,1.1193490028381348,4640.0,,1779544897.2999005
,484,,1199.7144787,,1.1151500940322876,4650.0,,1779544898.8977454
,485,,1201.3150342,,1.1406004428863525,4660.0,,1779544900.498493
,486,,1202.9130728,,1.1387290954589844,4670.0,,1779544902.0973275
,487,,1204.5139008,,1.1113134622573853,4680.0,,1779544903.6976447
,488,,1206.1120611,,1.1042038202285767,4690.0,,1779544905.2963157
,489,,1207.712687,,1.155810832977295,4700.0,,1779544906.8959541
,490,,1209.3119397,,1.129974126815796,4710.0,,1779544908.4956665
,491,,1210.9110058,,1.1382627487182617,4720.0,,1779544910.0952604
,492,,1212.5103445,,1.112332820892334,4730.0,,1779544911.6945992
,493,,1214.1083834,,1.103581190109253,4740.0,,1779544913.2894707
,494,0.00010576819746349742,1234.4430449,1.0763901472091675,,4750.0,1.5643818378448486,1779544933.6267636
,495,,1234.5969275,,1.1414300203323364,4750.0,,1779544933.7807457
,496,,1236.0882386,,1.133824110031128,4760.0,,1779544935.2724934
,497,,1237.5807455,,1.1129441261291504,4770.0,,1779544936.7644577
,498,,1239.1970609,,1.1309022903442383,4780.0,,1779544938.3813155
,499,,1240.746438,,1.1153076887130737,4790.0,,1779544939.930186
,500,,1242.3079532,,1.1345164775848389,4800.0,,1779544941.4918249
,501,,1243.9208209,,1.1089978218078613,4810.0,,1779544943.101042
,502,,1245.5228706,,1.1152915954589844,4820.0,,1779544944.7065668
,503,,1247.134143,,1.0923715829849243,4830.0,,1779544946.3178535
,504,,1248.7414183,,1.0963530540466309,4840.0,,1779544947.918564
,505,,1250.3438449,,1.1227502822875977,4850.0,,1779544949.5255303
,506,,1251.9602988,,1.1099352836608887,4860.0,,1779544951.143983
,507,,1253.5625256,,1.1254847049713135,4870.0,,1779544952.7461896
,508,,1255.1728036,,1.1103785037994385,4880.0,,1779544954.3560872
,509,,1256.7779747,,1.1380457878112793,4890.0,,1779544955.9608543
,510,,1258.3785522,,1.1321520805358887,4900.0,,1779544957.560781
,511,,1259.9791706,,1.0904772281646729,4910.0,,1779544959.1634252
,512,,1261.4721238,,1.1009882688522339,4920.0,,1779544960.6557956
,513,,1262.9652229,,1.1152616739273071,4930.0,,1779544962.1487315
,514,,1264.5684175,,1.128868818283081,4940.0,,1779544963.751841
,515,,1266.1088661,,1.1285773515701294,4950.0,,1779544965.2884612
,516,,1267.6525217,,1.0921553373336792,4960.0,,1779544966.8367763
,517,,1269.1945018,,1.0907694101333618,4970.0,,1779544968.3787563
,518,,1270.7420024,,1.118828535079956,4980.0,,1779544969.9256847
,519,,1272.2863693,,1.1187236309051514,4990.0,,1779544971.4701037
,520,0.0001,1292.7913463,1.060072898864746,,5000.0,1.5615042448043823,1779544991.975601
,521,,1292.9448274,,1.1155588626861572,5000.0,,1779544992.1290822
"{'_type': 'html-file', 'sha256': '5a24c32ad28df277b1367d8fa6bb799d059273bec44b8174e987895b864e549a', 'path': 'media/html/Sample Generation_522_5a24c32ad28df277b136.html', 'size': 273}",522,,1293.6098353,,,,,1779544992.793328
