_step,val/loss,train/loss,_timestamp,lr,iter,_runtime,train/step_loss,Sample Generation
399,,,1779610122.8087466,,3830.0,1008.0029747,1.0204147100448608,
400,,,1779610124.4772277,,3840.0,1009.6711723,0.9969782829284668,
401,,,1779610126.2655559,,3850.0,1011.4595322,1.017889142036438,
402,,,1779610128.0488608,,3860.0,1013.2432708,1.0549817085266113,
403,,,1779610129.8297238,,3870.0,1015.0235906,1.033310055732727,
404,,,1779610131.6102972,,3880.0,1016.8037221,1.0518088340759277,
405,,,1779610133.393123,,3890.0,1018.587273,1.038572907447815,
406,,,1779610135.1806304,,3900.0,1020.3740555,1.039802074432373,
407,,,1779610136.9639459,,3910.0,1022.1573711,1.0427589416503906,
408,,,1779610138.7508585,,3920.0,1023.9448607,1.058060646057129,
409,,,1779610140.5371745,,3930.0,1025.7305995,1.060754656791687,
410,,,1779610142.3181777,,3940.0,1027.5121063,0.9989669322967529,
411,,,1779610144.0906343,,3950.0,1029.2941667,1.0358388423919678,
412,,,1779610145.8820026,,3960.0,1031.0761271,1.010703682899475,
413,,,1779610147.6691594,,3970.0,1032.8630955,1.0157294273376465,
414,,,1779610149.4552298,,3980.0,1034.6491617,1.0410757064819336,
415,,,1779610151.2298956,,3990.0,1036.4323906,1.0148305892944336,
416,1.5324947834014893,0.9061281085014343,1779610173.8017168,0.00018936387015941957,4000.0,1058.9954757,,
417,,,1779610173.9754984,,4000.0,1059.1719961,1.036336898803711,
418,,,1779610175.6709096,,4010.0,1060.8643349,1.0168335437774658,
419,,,1779610177.3653028,,4020.0,1062.5596071,1.0240840911865234,
420,,,1779610179.0543032,,4030.0,1064.2513111,1.029290795326233,
421,,,1779610180.7556603,,4040.0,1065.9490853,1.0037062168121338,
422,,,1779610182.4542608,,4050.0,1067.6509261,1.03537917137146,
423,,,1779610184.159608,,4060.0,1069.3535409,1.0258591175079346,
424,,,1779610185.8594906,,4070.0,1071.0541438,1.0183281898498535,
425,,,1779610187.5596797,,4080.0,1072.7531049,1.0442583560943604,
426,,,1779610189.26071,,4090.0,1074.4548276,1.000988483428955,
427,,,1779610190.954389,,4100.0,1076.1492708,1.0308055877685547,
428,,,1779610192.6592784,,4110.0,1077.8530836,1.020049810409546,
429,,,1779610194.3623693,,4120.0,1079.5561043,1.0263545513153076,
430,,,1779610196.0622795,,4130.0,1081.2562495,1.018371820449829,
431,,,1779610197.7665603,,4140.0,1082.960495,1.0349212884902954,
432,,,1779610199.4713037,,4150.0,1084.6709158,1.0145742893218994,
433,,,1779610201.1767824,,4160.0,1086.3707958,1.022322654724121,
434,,,1779610202.9808087,,4170.0,1088.1749566,1.028275489807129,
435,,,1779610204.8052824,,4180.0,1089.9993352,1.006564974784851,
436,,,1779610206.62269,,4190.0,1091.8171546,0.992942750453949,
437,,,1779610208.4421632,,4200.0,1093.6359921,1.044111728668213,
438,,,1779610210.2603652,,4210.0,1095.4540987,1.0242408514022827,
439,,,1779610212.0762634,,4220.0,1097.2696884,1.0149515867233276,
440,,,1779610213.889177,,4230.0,1099.0833007,1.0154041051864624,
441,,,1779610215.5325534,,4240.0,1100.7259786,1.0126086473464966,
442,1.5572516918182373,0.8825995922088623,1779610238.568401,0.00015103031213214996,4250.0,1123.7627003,,
443,,,1779610238.7438776,,4250.0,1123.9391901,1.0150833129882812,
444,,,1779610240.4267464,,4260.0,1125.6201715,1.0030696392059326,
445,,,1779610242.1161456,,4270.0,1127.3095708,1.0036427974700928,
446,,,1779610243.8118036,,4280.0,1129.005735,0.9973673820495605,
447,,,1779610245.512776,,4290.0,1130.7071511,0.9990260004997253,
448,,,1779610247.2097344,,4300.0,1132.4036286,1.017773151397705,
449,,,1779610248.9065983,,4310.0,1134.1004782,1.0101569890975952,
450,,,1779610250.7480605,,4320.0,1135.9414854,0.9827324151992798,
451,,,1779610252.461605,,4330.0,1137.6559801,1.011535882949829,
452,,,1779610254.1979911,,4340.0,1139.3920764,1.0220155715942383,
453,,,1779610255.8761015,,4350.0,1141.0700872,1.0176663398742676,
454,,,1779610257.5542157,,4360.0,1142.748306,1.0280917882919312,
455,,,1779610259.25028,,4370.0,1144.4445556,1.0176297426223755,
456,,,1779610261.0976663,,4380.0,1146.2915967,1.0144307613372803,
457,,,1779610262.8457327,,4390.0,1148.0397846,1.005204439163208,
458,,,1779610264.5938025,,4400.0,1149.7879291,0.9914525747299194,
459,,,1779610266.3433652,,4410.0,1151.5375869,1.0128966569900513,
460,,,1779610268.089889,,4420.0,1153.2843549,1.0160635709762573,
461,,,1779610269.840833,,4430.0,1155.0347119,0.9983780980110168,
462,,,1779610271.5848978,,4440.0,1156.7788308,0.9990360140800476,
463,,,1779610273.3303702,,4450.0,1158.5262559,1.0092490911483765,
464,,,1779610275.06966,,4460.0,1160.2731538,1.009734869003296,
465,,,1779610276.827614,,4470.0,1162.0216857,0.9879602193832397,
466,,,1779610278.5726774,,4480.0,1163.770503,1.0052567720413208,
467,,,1779610280.3265834,,4490.0,1165.5207399,0.9857857823371887,
468,1.551956295967102,0.8673635125160217,1779610303.1176093,0.00012292491384519912,4500.0,1188.3119613,,
469,,,1779610303.300971,,4500.0,1188.4951957,1.0168002843856812,
470,,,1779610305.0464492,,4510.0,1190.2410356,1.0048401355743408,
471,,,1779610306.7899225,,4520.0,1191.9833476,0.9953758716583252,
472,,,1779610308.5294538,,4530.0,1193.722879,1.0074517726898193,
473,,,1779610310.2668207,,4540.0,1195.4611521,0.9901514053344727,
474,,,1779610312.0037923,,4550.0,1197.1979159,0.9888531565666199,
475,,,1779610313.7406285,,4560.0,1198.9345574,1.0000452995300293,
476,,,1779610315.4782348,,4570.0,1200.6721636,1.0044533014297485,
477,,,1779610317.2215126,,4580.0,1202.4149375,1.0001769065856934,
478,,,1779610318.9606574,,4590.0,1204.1540826,1.0063698291778564,
479,,,1779610320.697455,,4600.0,1205.89088,1.0060648918151855,
480,,,1779610322.4323025,,4610.0,1207.6300731,0.9851182699203491,
481,,,1779610324.1791685,,4620.0,1209.3732516,1.0064740180969238,
482,,,1779610325.912621,,4630.0,1211.1101378,0.9538722634315491,
483,,,1779610327.6570058,,4640.0,1212.8528064,0.9839736819267273,
484,,,1779610329.3927045,,4650.0,1214.5923223,0.9998437166213989,
485,,,1779610331.1364133,,4660.0,1216.3307898,1.0285420417785645,
486,,,1779610332.873431,,4670.0,1218.0668561,0.973223865032196,
487,,,1779610334.613725,,4680.0,1219.80715,1.0026836395263672,
488,,,1779610336.3494112,,4690.0,1221.5433404,1.0032143592834473,
489,,,1779610338.0907722,,4700.0,1223.2841973,0.9902070164680481,
490,,,1779610339.8362103,,4710.0,1225.0301405,0.9881805181503296,
491,,,1779610341.5712986,,4720.0,1226.7647237,1.023024082183838,
492,,,1779610343.318538,,4730.0,1228.5124771,0.9697462320327759,
493,,,1779610345.0600603,,4740.0,1230.2539886,0.9957829117774963,
494,1.5618126392364502,0.852315366268158,1779610367.8193285,0.00010576819746349742,4750.0,1253.0139682,,
495,,,1779610367.9929113,,4750.0,1253.1863364,0.9671100974082947,
496,,,1779610369.6567035,,4760.0,1254.8508003,1.0032579898834229,
497,,,1779610371.3246121,,4770.0,1256.5186583,0.9871551990509033,
498,,,1779610372.9921794,,4780.0,1258.1864135,0.9658097624778748,
499,,,1779610374.6610572,,4790.0,1259.8544823,0.9984586834907532,
500,,,1779610376.3315692,,4800.0,1261.5249943,0.9969178438186646,
501,,,1779610378.0042977,,4810.0,1263.1977229,0.9963800311088562,
502,,,1779610379.6900544,,4820.0,1264.8844422,0.9895276427268982,
503,,,1779610381.4856143,,4830.0,1266.6793595,0.9967452883720398,
504,,,1779610383.2981794,,4840.0,1268.4935635,0.9762341976165771,
505,,,1779610385.0162675,,4850.0,1270.2096926,0.9769724607467651,
506,,,1779610386.6705792,,4860.0,1271.8640042,0.9958080053329468,
507,,,1779610388.3251588,,4870.0,1273.5185839,0.9996320009231567,
508,,,1779610390.1267266,,4880.0,1275.3206941,0.9936045408248901,
509,,,1779610391.8535614,,4890.0,1277.0474915,0.9795084595680237,
510,,,1779610393.5825393,,4900.0,1278.7759644,0.9734770059585571,
511,,,1779610395.315841,,4910.0,1280.509915,1.000287413597107,
512,,,1779610397.040411,,4920.0,1282.2368933,0.9834352731704712,
513,,,1779610398.7704456,,4930.0,1283.9648695,1.0015279054641724,
514,,,1779610400.4983463,,4940.0,1285.697243,0.9696695804595947,
515,,,1779610402.235823,,4950.0,1287.429248,0.9808594584465027,
516,,,1779610403.9603422,,4960.0,1289.1544294,0.9673758149147034,
517,,,1779610405.6912568,,4970.0,1290.8868317,0.9578361511230469,
518,,,1779610407.4213274,,4980.0,1292.6153889,1.001267671585083,
519,,,1779610409.1484113,,4990.0,1294.3423913,0.9735741019248962,
520,1.5768132209777832,0.8410489559173584,1779610432.2116928,0.0001,5000.0,1317.4081885,,
521,,,1779610432.3965318,,5000.0,1317.5904895,0.9953981041908264,
522,,,1779610432.9894757,,,1318.1834106,,"{'_type': 'html-file', 'sha256': '4c729836a94d0ce90aee6cf3e02a1dd7d280c821260a28ac9fca03a9ed2a7c5d', 'path': 'media/html/Sample Generation_522_4c729836a94d0ce90aee.html', 'size': 271}"
