val/loss,_timestamp,train/step_loss,train/loss,Sample Generation,lr,iter,_step,_runtime
,1779545684.4861634,1.0074737071990967,,,,2610.0,272,688.6458988
,1779545686.1237624,0.9867416024208069,,,,2620.0,273,690.2855513
,1779545687.9251063,0.9921943545341492,,,,2630.0,274,692.0854291
,1779545689.6824174,0.9968352317810059,,,,2640.0,275,693.8482856
,1779545691.4477305,0.9678555130958557,,,,2650.0,276,695.6074659
,1779545693.209009,1.010556697845459,,,,2660.0,277,697.3695778
,1779545694.972271,1.00212562084198,,,,2670.0,278,699.132754
,1779545696.7295883,0.9706635475158691,,,,2680.0,279,700.8903241
,1779545698.3798807,0.9767646789550781,,,,2690.0,280,702.5401309
,1779545700.0213988,0.9531598091125488,,,,2700.0,281,704.1817542
,1779545701.6609418,0.9774830341339111,,,,2710.0,282,705.8206773
,1779545703.4143193,0.9607865810394287,,,,2720.0,283,707.5749456
,1779545705.1207774,0.9716517329216003,,,,2730.0,284,709.2809851
,1779545706.8215692,0.9706268310546875,,,,2740.0,285,710.9818086
1.5614924430847168,1779545729.5878947,,0.8234688639640808,,0.0004924552772419723,2750.0,286,733.7505404
,1779545729.7590027,0.9610605239868164,,,,2750.0,287,733.918738
,1779545731.3967547,0.9466350078582764,,,,2760.0,288,735.5574063
,1779545733.03552,0.9785521030426025,,,,2770.0,289,737.1957254
,1779545734.6730514,0.9223493337631226,,,,2780.0,290,738.8342902
,1779545736.3122628,0.9563552141189575,,,,2790.0,291,740.4724901
,1779545737.9512181,0.9559521675109863,,,,2800.0,292,742.1115151
,1779545739.6836188,0.9776943922042847,,,,2810.0,293,743.8468146
,1779545741.3876379,0.9588299989700317,,,,2820.0,294,745.5517343
,1779545743.0974433,0.9398062229156494,,,,2830.0,295,747.2588603
,1779545744.7996788,0.9502358436584473,,,,2840.0,296,748.9634515
,1779545746.5093615,0.9504126310348511,,,,2850.0,297,750.6696026
,1779545748.2195463,0.9368466138839722,,,,2860.0,298,752.3792817
,1779545749.927993,0.9577410221099854,,,,2870.0,299,754.0883396
,1779545751.638151,0.9332525730133057,,,,2880.0,300,755.7984059
,1779545753.3447802,0.9649112224578857,,,,2890.0,301,757.5082102
,1779545755.0540001,0.9586750268936157,,,,2900.0,302,759.2177919
,1779545756.7667675,0.9496500492095947,,,,2910.0,303,760.9270074
