val/loss,_timestamp,train/step_loss,_runtime,lr,iter,_step,train/loss,Sample Generation
,1779552668.408383,0.9357848167419434,754.7502905,,3230.0,336,,
,1779552669.9792666,0.936035692691803,756.3212625,,3240.0,337,,
1.580460786819458,1779552690.5452049,,776.887202,0.00035475231739709885,3250.0,338,0.8096266984939575,
,1779552690.707345,0.9447197914123535,777.0493404,,3250.0,339,,
,1779552692.2764258,0.9459852576255798,778.6187471,,3260.0,340,,
,1779552693.846364,0.9631326198577881,780.1878544,,3270.0,341,,
,1779552695.4177563,0.9395760297775269,781.7597523,,3280.0,342,,
,1779552696.9887464,0.9232115149497986,783.3307444,,3290.0,343,,
,1779552698.5592885,0.9315555095672607,784.9017444,,3300.0,344,,
,1779552700.1303363,0.94339919090271,786.4718269,,3310.0,345,,
,1779552701.6999722,0.9420791864395142,788.0419411,,3320.0,346,,
,1779552703.2688313,0.9421745538711548,789.6122409,,3330.0,347,,
,1779552704.8379288,0.9403200149536133,791.1826262,,3340.0,348,,
,1779552706.4099343,0.9375296831130981,792.7527689,,3350.0,349,,
,1779552707.9810736,0.9111396074295044,794.3225643,,3360.0,350,,
,1779552709.551399,0.9416917562484741,795.893508,,3370.0,351,,
,1779552711.1220775,0.933171272277832,797.4640734,,3380.0,352,,
,1779552712.693315,0.9345564842224121,799.0353121,,3390.0,353,,
,1779552714.2655475,0.934024453163147,800.6077048,,3400.0,354,,
,1779552715.8359935,0.9310564398765564,802.178112,,3410.0,355,,
,1779552717.4070518,0.9228142499923706,803.7488798,,3420.0,356,,
,1779552718.9767716,0.9283576607704163,805.3187065,,3430.0,357,,
,1779552720.5471106,0.9608281254768372,806.8891554,,3440.0,358,,
,1779552722.116142,0.9335944056510925,808.4583458,,3450.0,359,,
,1779552723.6870368,0.9217630624771118,810.0290315,,3460.0,360,,
,1779552725.2566738,0.9226959943771362,811.5981644,,3470.0,361,,
,1779552726.8265119,0.9297577738761902,813.1685978,,3480.0,362,,
,1779552728.3963416,0.8982208967208862,814.7382935,,3490.0,363,,
1.599556565284729,1779552748.929458,,835.2724568,0.0002925475029450237,3500.0,364,0.7654176950454712,
,1779552749.0926123,0.9231599569320679,835.434103,,3500.0,365,,
,1779552750.6611726,0.8974659442901611,837.0058011,,3510.0,366,,
,1779552752.2347164,0.9112418293952942,838.5769154,,3520.0,367,,
,1779552753.8052232,0.9365376830101013,840.1467137,,3530.0,368,,
,1779552755.375533,0.9153850674629211,841.7175345,,3540.0,369,,
,1779552756.9398713,0.9119282960891724,843.2874727,,3550.0,370,,
,1779552758.516194,0.939032793045044,844.858214,,3560.0,371,,
,1779552760.0866482,0.9153683185577393,846.4286429,,3570.0,372,,
,1779552761.6571672,0.9193869829177856,847.9991721,,3580.0,373,,
,1779552763.227484,0.906474232673645,849.56948,,3590.0,374,,
,1779552764.7973597,0.9058043956756592,851.1393669,,3600.0,375,,
,1779552766.3661284,0.8988246321678162,852.7093921,,3610.0,376,,
,1779552767.93809,0.8908843994140625,854.2795805,,3620.0,377,,
,1779552769.5085762,0.912250280380249,855.8509218,,3630.0,378,,
,1779552771.0790443,0.9051167964935303,857.4213183,,3640.0,379,,
,1779552772.650162,0.8932828903198242,858.9925901,,3650.0,380,,
,1779552774.218325,0.9178274869918823,860.5616315,,3660.0,381,,
,1779552775.7909188,0.9214637279510498,862.1329149,,3670.0,382,,
,1779552777.3606653,0.8920228481292725,863.7026651,,3680.0,383,,
,1779552778.9313345,0.9208280444145203,865.2728249,,3690.0,384,,
,1779552780.5013335,0.8506929874420166,866.8436622,,3700.0,385,,
,1779552782.0716753,0.8607660531997681,868.414525,,3710.0,386,,
,1779552783.6425636,0.8893870711326599,869.984893,,3720.0,387,,
,1779552785.2123778,0.8874205350875854,871.5549039,,3730.0,388,,
,1779552786.7816796,0.888809084892273,873.1256496,,3740.0,389,,
1.6235222816467285,1779552807.3584104,,893.7003937,0.00023694285222843113,3750.0,390,0.7286131978034973,
,1779552807.5197477,0.9003505706787109,893.8612384,,3750.0,391,,
